,button_pressed,rt,stimulus,time_elapsed,trial_type,worker_id,assignment_id,pid
403,0.0,7575,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.97</p>",1575353,button-response,A1LB4EJUIYDMYJ,3C6FJU71TQTN7Z1CHL7KQGKA2IVYUL,11
426,0.0,5827,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.05</p>",1471787,button-response,A1N4AZ1QXPOPXH,3MMN5BL1WZ43EOZFJYN89C73GVXM3B,12
449,0.0,5191,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",1204257,button-response,A1NS16PLRPJ3YW,3DI28L7YXAE9SXTNFWL68BNX99T1EA,13
476,0.0,5420,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",1297391,button-response,A1YSYI926BBOHW,33M4IA01QG16R2JL8VQD2RQHTD0RX7,14
503,0.0,3338,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.96</p>",1852301,button-response,A21SIPO89DP66I,3ND9UOO81K2GZ4JIT6XVEW3BEJ2LWF,15
530,0.0,9209,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.96</p>",1585017,button-response,A29VV8U7XTHC3B,3QILPRALQ5VVX3QL7GX4D84E172N87,16
553,0.0,9908,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.84</p>",1492412,button-response,A2DLH5XGBNYXWS,3AMYWKA6YBMQBA79FG0J8J8SLMJ6OL,17
576,0.0,4388,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.27</p>",1348743,button-response,A2HC0BTHK6KL94,32XVDSJFPZXET63WFY93Q22BAHXM20,18
603,0.0,7840,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.12</p>",2625873,button-response,A2K56J9POYUFCA,3QAPZX2QN4DHQSWPQTM5S5VY7E0209,19
642,0.0,6320,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.97</p>",2152887,button-response,A2LZ9KG42SZ3I0,382M9COHEHFP1UKLHKVQJDSUK6RUE3,20
665,0.0,13436,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",1354070,button-response,A2MKXI4KCRRI7Y,3TMFV4NEP8ELKXZZZHOR9RH5UJ3W84,21
690,0.0,10683,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.27</p>",1582434,button-response,A2PXJTMWGUE5DC,3S96KQ6I9M459BRWLKUW8ZO71GLDT4,22
713,0.0,16644,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",2070142,button-response,A2SCX0RC7105XV,3SEPORI8WNZ3XGXJ72SC4MHI19BAZG,23
744,0.0,8886,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.31</p>",1788496,button-response,A2WJGI7XNUBRND,3XIQGXAUMC8W9JZ6ZHS7XAZHS187XQ,24
771,0.0,13293,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",2506064,button-response,A2ZDK0Y5466BXN,340UGXU9DY163567CAK0JHGGK1WVUC,25
794,0.0,9645,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",1421542,button-response,A32EZ77O9F6P1U,3U84XHCDICDOVRH2Y1ILRJVI9ZBZ4Q,26
857,0.0,5401,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.96</p>",2183885,button-response,A33AZCOKCCTUXV,3GD6L00D3SX74LL0WU9PLJS6IBK1MZ,27
894,0.0,5469,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.12</p>",1620269,button-response,A33CFLCMJNHHNC,3MD9PLUKKIEAHZR8G6XHQS1I0GANZD,28
921,0.0,3523,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.30</p>",1370069,button-response,A345ITROB8ZNCQ,3GD6L00D3SX74LL0WU9PLJS6IBJM1J,29
952,0.0,12972,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.90</p>",1834513,button-response,A34NZ3C31CCJC,3JZQSN0I3QAY2QJMSQQFXGC3NZQGF6,30
975,0.0,17521,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.29</p>",1541557,button-response,A35QZFRG4FKK3Z,3DEL4X4EL6LFO3V7MQI7ANJEW0CYXD,31
1002,0.0,6922,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.64</p>",1566533,button-response,A361TADLBSCY2R,3A1PQ49WVHHLC7KP5XTCTEKA1PL1HQ,32
1029,0.0,998,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.71</p>",2542558,button-response,A37EV8RZ82WT8E,3ON104KXQKWK1WCXNEYESF10SX7W4X,33
1052,0.0,15103,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.84</p>",1571535,button-response,A38BRN5NMJRPK5,3EJJQNKU9R595CJ63R8RZ52N5NERHB,34
1081,0.0,7364,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.89</p>",1485548,button-response,A3AN2XS8AEDNHV,3H7Z272LX77QFVMHHKJ0M2VFLMZLPK,35
1106,0.0,4158,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.82</p>",1704206,button-response,A3DFJV1RD653DQ,3P4RDNWND56S3JBD14H3XQHBVJZJI4,36
1137,0.0,7328,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",1668105,button-response,A3DZ46U9XRLVBI,3VAR3R6G1P1DFOQX8VXHSX4JRH58O5,37
1170,0.0,2981,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.27</p>",1435127,button-response,A3DZGDF9HCTAOB,3YZ8UPK3VTMA4W07LTPVTPSRZUDUC9,38
1195,0.0,3194,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",1192579,button-response,A3IR7DFEKLLLO,3HFNH7HEMHEVTF9V66199FGHU1ZGQ0,39
1238,0.0,12674,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.90</p>",1936169,button-response,A3LIFFLOK79ASD,3M0NZ3JDP1Y6RAL2C61VWB1W9V6Z5V,40
1279,0.0,9004,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.91</p>",2454842,button-response,A3O8ERBO9IG8N4,3LPW2N6LKT2P5BRS6J2NFJMH7DS5UD,41
1302,0.0,39649,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.84</p>",2312709,button-response,A3Q7M403ZI5OGN,308XBLVESI4ZEZGK3ZYVDUZPAA9RBV,42
1333,0.0,7258,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.23</p>",2297984,button-response,A3QJ14Y7N8VQ42,3Z7VU45IPYH73SKJBJZJTLOFXF1Z1D,43
1360,0.0,13723,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.95</p>",1904952,button-response,A3QN9186A6NADH,38JBBYETQOAQKWQ62E4869U0LT64ET,44
1391,0.0,17061,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.60</p>",2278887,button-response,A3R0TV3F8VOQPW,3M0BCWMB8VW4MVX62T810T762PRWB6,45
1442,0.0,36145,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.95</p>",2265920,button-response,A3RM13YVEAFIU5,35H6S234SA04301RA14KZD814RD56E,46
1469,0.0,13045,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.08</p>",2159121,button-response,A3SLGR0PAGUTAW,336YQZE83VE6S3MJXHB1O95NUROM51,47
1496,0.0,5427,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",1573768,button-response,A3V9JE45AO02Q8,3FE2ERCCZX8YLGPEUCZSEJZ9GR4OP4,48
1519,0.0,7451,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.93</p>",1318598,button-response,A5TI9UQEPLNWI,3D8YOU6S9EKLOFR6B2CS7P0H382U6H,49
1592,0.0,8539,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",2812446,button-response,A8WLCSZLNZ8BL,3Z4GS9HPNVA2U4TFH4O93BMTQ8R77T,50
1623,0.0,14614,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.84</p>",2161361,button-response,A94DL4GI8ZBUO,33IZTU6J811ISHJYNKQIS1VDFFJXS1,51
1648,0.0,20161,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.85</p>",1364515,button-response,A9S0MQ73YTOE7,3QECW5O0KH1A5YC36ECDAN0FOZL5TM,52
1673,0.0,10934,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1564248,button-response,AI5WUN6OYCXZS,3F1567XTNW5GE5MNS0VZHYUUQO89Q6,53
1698,0.0,9494,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.93</p>",1625354,button-response,AO4241SMFJ95K,37UEWGM5HT8Y11YS12567IMGOYJ1RN,54
1721,0.0,11146,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.19</p>",1311772,button-response,ASF5V3K4IFP4K,3T111IHZ5EQGQ61N5FKZMO4ZMA6R9L,55
1776,0.0,6774,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",2007749,button-response,AW9983V6TUGF8,3V5Q80FXIXRD7KVM9G4OU3T5AQH322,56
1813,0.0,7046,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.80</p>",2220628,button-response,AX8NXTT8QMGHC,3R5F3LQFV2KSZKRKHLXU5H1NQQBOZP,57
1838,0.0,19965,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.84</p>",1431141,button-response,AXLMOFXKXSU0B,3EQHHY4HQSS60TQXMED6B4LQY5H5GH,58
1863,0.0,17946,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",1608750,button-response,AYDILOZLKOAS8,3WZ36BJEV3GCUETC7O3QD907YV9TBD,59
