,rt,time_elapsed,trial_type,view_history,worker_id,assignment_id,pid
192,4629,794659,instructions,"[{""page_index"":0,""viewing_time"":1564},{""page_index"":1,""viewing_time"":761},{""page_index"":2,""viewing_time"":1464},{""page_index"":3,""viewing_time"":839}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
194,43806,861171,instructions,"[{""page_index"":0,""viewing_time"":23791},{""page_index"":1,""viewing_time"":16624},{""page_index"":2,""viewing_time"":1749},{""page_index"":3,""viewing_time"":1641}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
196,75077,978924,instructions,"[{""page_index"":0,""viewing_time"":21251},{""page_index"":1,""viewing_time"":19636},{""page_index"":2,""viewing_time"":21188},{""page_index"":3,""viewing_time"":13001}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
198,4571,1010971,instructions,"[{""page_index"":0,""viewing_time"":2005},{""page_index"":1,""viewing_time"":1022},{""page_index"":2,""viewing_time"":857},{""page_index"":3,""viewing_time"":687}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
200,3422,1029475,instructions,"[{""page_index"":0,""viewing_time"":1206},{""page_index"":1,""viewing_time"":864},{""page_index"":2,""viewing_time"":688},{""page_index"":3,""viewing_time"":663}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
202,4638,1047963,instructions,"[{""page_index"":0,""viewing_time"":1309},{""page_index"":1,""viewing_time"":1032},{""page_index"":2,""viewing_time"":1552},{""page_index"":3,""viewing_time"":744}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
204,34346,1111813,instructions,"[{""page_index"":0,""viewing_time"":31825},{""page_index"":1,""viewing_time"":999},{""page_index"":2,""viewing_time"":735},{""page_index"":3,""viewing_time"":786}]",A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
215,13598,13598,instructions,"[{""page_index"":0,""viewing_time"":4258},{""page_index"":1,""viewing_time"":5460},{""page_index"":2,""viewing_time"":2208},{""page_index"":3,""viewing_time"":1670}]",A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
217,26312,65608,instructions,"[{""page_index"":0,""viewing_time"":9131},{""page_index"":1,""viewing_time"":6836},{""page_index"":2,""viewing_time"":3068},{""page_index"":3,""viewing_time"":7277}]",A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
219,19977,116233,instructions,"[{""page_index"":0,""viewing_time"":3305},{""page_index"":1,""viewing_time"":3090},{""page_index"":2,""viewing_time"":8671},{""page_index"":3,""viewing_time"":1670},{""page_index"":2,""viewing_time"":2711},{""page_index"":3,""viewing_time"":529}]",A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
221,4037,151996,instructions,"[{""page_index"":0,""viewing_time"":1438},{""page_index"":1,""viewing_time"":1042},{""page_index"":2,""viewing_time"":987},{""page_index"":3,""viewing_time"":569}]",A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
223,82072,262714,instructions,"[{""page_index"":0,""viewing_time"":5102},{""page_index"":1,""viewing_time"":5323},{""page_index"":2,""viewing_time"":5540},{""page_index"":3,""viewing_time"":4576},{""page_index"":2,""viewing_time"":2285},{""page_index"":1,""viewing_time"":9360},{""page_index"":2,""viewing_time"":2868},{""page_index"":1,""viewing_time"":192},{""page_index"":0,""viewing_time"":5144},{""page_index"":1,""viewing_time"":1612},{""page_index"":0,""viewing_time"":4608},{""page_index"":1,""viewing_time"":5275},{""page_index"":2,""viewing_time"":4331},{""page_index"":3,""viewing_time"":3253},{""page_index"":2,""viewing_time"":2174},{""page_index"":1,""viewing_time"":5022},{""page_index"":0,""viewing_time"":13817},{""page_index"":1,""viewing_time"":827},{""page_index"":2,""viewing_time"":328},{""page_index"":3,""viewing_time"":434}]",A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
234,76522,76524,instructions,"[{""page_index"":0,""viewing_time"":24593},{""page_index"":1,""viewing_time"":34792},{""page_index"":2,""viewing_time"":17137}]",A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,12
236,46575,171511,instructions,"[{""page_index"":0,""viewing_time"":21912},{""page_index"":1,""viewing_time"":19469},{""page_index"":2,""viewing_time"":5194}]",A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,12
238,55578,249781,instructions,"[{""page_index"":0,""viewing_time"":20745},{""page_index"":1,""viewing_time"":16375},{""page_index"":2,""viewing_time"":18457}]",A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,12
249,187503,187508,instructions,"[{""page_index"":0,""viewing_time"":92575},{""page_index"":1,""viewing_time"":54579},{""page_index"":2,""viewing_time"":20746},{""page_index"":3,""viewing_time"":19602}]",A1A6DUWWGNEE4W,339ANSOTR52NE3HVJPHFY5HPDE1KIN,13
251,134096,424093,instructions,"[{""page_index"":0,""viewing_time"":30928},{""page_index"":1,""viewing_time"":23853},{""page_index"":2,""viewing_time"":19560},{""page_index"":3,""viewing_time"":23663},{""page_index"":2,""viewing_time"":1073},{""page_index"":1,""viewing_time"":4563},{""page_index"":0,""viewing_time"":25178},{""page_index"":1,""viewing_time"":3811},{""page_index"":2,""viewing_time"":833},{""page_index"":3,""viewing_time"":634}]",A1A6DUWWGNEE4W,339ANSOTR52NE3HVJPHFY5HPDE1KIN,13
253,38685,492098,instructions,"[{""page_index"":0,""viewing_time"":11602},{""page_index"":1,""viewing_time"":18750},{""page_index"":2,""viewing_time"":6246},{""page_index"":3,""viewing_time"":2087}]",A1A6DUWWGNEE4W,339ANSOTR52NE3HVJPHFY5HPDE1KIN,13
264,314167,314169,instructions,"[{""page_index"":0,""viewing_time"":104800},{""page_index"":1,""viewing_time"":67631},{""page_index"":2,""viewing_time"":95878},{""page_index"":3,""viewing_time"":45856}]",A1AKTFYEZ493UQ,317HQ483I7SOM92YG29VQXYT79AINU,14
266,316989,769225,instructions,"[{""page_index"":0,""viewing_time"":90524},{""page_index"":1,""viewing_time"":54103},{""page_index"":2,""viewing_time"":148142},{""page_index"":3,""viewing_time"":24219}]",A1AKTFYEZ493UQ,317HQ483I7SOM92YG29VQXYT79AINU,14
277,120329,120331,instructions,"[{""page_index"":0,""viewing_time"":33996},{""page_index"":1,""viewing_time"":67188},{""page_index"":2,""viewing_time"":19143}]",A1APYLD4DUK33J,3WR9XG3T63B5BHBWF6Q20Z2K2C047M,15
279,30122,204583,instructions,"[{""page_index"":0,""viewing_time"":27812},{""page_index"":1,""viewing_time"":1879},{""page_index"":2,""viewing_time"":430}]",A1APYLD4DUK33J,3WR9XG3T63B5BHBWF6Q20Z2K2C047M,15
281,29970,255530,instructions,"[{""page_index"":0,""viewing_time"":4986},{""page_index"":1,""viewing_time"":4388},{""page_index"":0,""viewing_time"":4657},{""page_index"":1,""viewing_time"":6699},{""page_index"":2,""viewing_time"":9239}]",A1APYLD4DUK33J,3WR9XG3T63B5BHBWF6Q20Z2K2C047M,15
292,733986,733992,instructions,"[{""page_index"":0,""viewing_time"":252023},{""page_index"":1,""viewing_time"":156933},{""page_index"":2,""viewing_time"":325021}]",A1CN4UXQNL22OO,35BLDD71I6XNP40HIXJ809VWPPIZVT,16
303,174464,174468,instructions,"[{""page_index"":0,""viewing_time"":46660},{""page_index"":1,""viewing_time"":2588},{""page_index"":0,""viewing_time"":3564},{""page_index"":1,""viewing_time"":49940},{""page_index"":2,""viewing_time"":34570},{""page_index"":3,""viewing_time"":37140}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
305,254258,491177,instructions,"[{""page_index"":0,""viewing_time"":87451},{""page_index"":1,""viewing_time"":98062},{""page_index"":2,""viewing_time"":43943},{""page_index"":3,""viewing_time"":24801}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
307,5004,576551,instructions,"[{""page_index"":0,""viewing_time"":1954},{""page_index"":1,""viewing_time"":930},{""page_index"":2,""viewing_time"":1014},{""page_index"":3,""viewing_time"":1105}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
309,5222,595831,instructions,"[{""page_index"":0,""viewing_time"":1797},{""page_index"":1,""viewing_time"":784},{""page_index"":2,""viewing_time"":1232},{""page_index"":3,""viewing_time"":1408}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
311,5350,616990,instructions,"[{""page_index"":0,""viewing_time"":2012},{""page_index"":1,""viewing_time"":1512},{""page_index"":2,""viewing_time"":1193},{""page_index"":3,""viewing_time"":632}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
313,64374,692437,instructions,"[{""page_index"":0,""viewing_time"":61013},{""page_index"":1,""viewing_time"":1496},{""page_index"":2,""viewing_time"":976},{""page_index"":3,""viewing_time"":888}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
315,3382,799277,instructions,"[{""page_index"":0,""viewing_time"":1277},{""page_index"":1,""viewing_time"":744},{""page_index"":2,""viewing_time"":801},{""page_index"":3,""viewing_time"":559}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
317,5542,816636,instructions,"[{""page_index"":0,""viewing_time"":1605},{""page_index"":1,""viewing_time"":1320},{""page_index"":2,""viewing_time"":1792},{""page_index"":3,""viewing_time"":824}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
319,3398,833974,instructions,"[{""page_index"":0,""viewing_time"":1395},{""page_index"":1,""viewing_time"":720},{""page_index"":2,""viewing_time"":672},{""page_index"":3,""viewing_time"":610}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
321,4278,847732,instructions,"[{""page_index"":0,""viewing_time"":1653},{""page_index"":1,""viewing_time"":888},{""page_index"":2,""viewing_time"":856},{""page_index"":3,""viewing_time"":880}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
323,3950,865189,instructions,"[{""page_index"":0,""viewing_time"":1645},{""page_index"":1,""viewing_time"":879},{""page_index"":2,""viewing_time"":809},{""page_index"":3,""viewing_time"":616}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
325,4380,886646,instructions,"[{""page_index"":0,""viewing_time"":2089},{""page_index"":1,""viewing_time"":873},{""page_index"":2,""viewing_time"":832},{""page_index"":3,""viewing_time"":585}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
327,5380,903580,instructions,"[{""page_index"":0,""viewing_time"":1211},{""page_index"":1,""viewing_time"":920},{""page_index"":2,""viewing_time"":2153},{""page_index"":3,""viewing_time"":1095}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
329,4143,924101,instructions,"[{""page_index"":0,""viewing_time"":1870},{""page_index"":1,""viewing_time"":751},{""page_index"":2,""viewing_time"":896},{""page_index"":3,""viewing_time"":625}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
331,8162,943404,instructions,"[{""page_index"":0,""viewing_time"":5233},{""page_index"":1,""viewing_time"":768},{""page_index"":2,""viewing_time"":1386},{""page_index"":3,""viewing_time"":774}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
333,3709,984500,instructions,"[{""page_index"":0,""viewing_time"":1557},{""page_index"":1,""viewing_time"":710},{""page_index"":2,""viewing_time"":760},{""page_index"":3,""viewing_time"":680}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
335,23526,1017789,instructions,"[{""page_index"":0,""viewing_time"":1652},{""page_index"":1,""viewing_time"":832},{""page_index"":2,""viewing_time"":984},{""page_index"":3,""viewing_time"":20057}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
337,62525,1110243,instructions,"[{""page_index"":0,""viewing_time"":2157},{""page_index"":1,""viewing_time"":920},{""page_index"":2,""viewing_time"":15680},{""page_index"":1,""viewing_time"":42519},{""page_index"":2,""viewing_time"":672},{""page_index"":3,""viewing_time"":576}]",A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
