,button_pressed,rt,stimulus,time_elapsed,trial_type,worker_id,assignment_id,pid
214,0.0,5385,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.03</p>",1552013,button-response,A19134KP9PBNXT,3HL8HNGX451JNGWEEKK55ZQHLCKF9N,10
233,0.0,5129,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.67</p>",714387,button-response,A19C6T7B0H4PAQ,3QXNC7EIPIVSQCHOB21K2S3DGQ809E,11
248,0.0,19539,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.10</p>",772986,button-response,A19IWME4DCIU1H,3PB5A5BD0V6LNX4GA7S39OZNR1W7G2,12
263,0.0,6279,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.95</p>",1020695,button-response,A1A6DUWWGNEE4W,339ANSOTR52NE3HVJPHFY5HPDE1KIN,13
276,0.0,11988,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",1321968,button-response,A1AKTFYEZ493UQ,317HQ483I7SOM92YG29VQXYT79AINU,14
291,0.0,3386,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.02</p>",725592,button-response,A1APYLD4DUK33J,3WR9XG3T63B5BHBWF6Q20Z2K2C047M,15
302,0.0,9965,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",1305295,button-response,A1CN4UXQNL22OO,35BLDD71I6XNP40HIXJ809VWPPIZVT,16
357,0.0,7074,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.02</p>",2370206,button-response,A1EK8YNHZHTW1J,3GFK2QRXX9H2XFGX1JHOX77FUQKW5I,17
378,0.0,9601,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.00</p>",992441,button-response,A1EN3FW93BSXQQ,3H7XDTSHKCR0DC5HIF0F14Y4L8QGWV,18
393,0.0,11913,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.81</p>",782059,button-response,A1F1OZ54G177D8,3FPRZHYEPY7M4BTOXQOZW8QH9EXV39,19
408,0.0,4820,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",884625,button-response,A1F9KLZGHE9DTA,39JEC7537U1AHBP7QJZ0PBUBFRAVC7,20
433,0.0,11480,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.55</p>",1298318,button-response,A1FFMPJ0W6FHQ8,3MX2NQ3YC9UHMFLNBODAZQLM3LWX54,21
446,0.0,3977,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",629380,button-response,A1FGKIKJYSL1MI,3VFJCI1K4ZZV5GOVJLQ9E5QNTT3GRK,22
457,0.0,10900,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.48</p>",867375,button-response,A1FQGVP8SX5WE2,3VELCLL3GKJ1YBTJA75CQT8YN0WF1E,23
470,0.0,9424,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.82</p>",695111,button-response,A1G187YBG0DVMQ,3I2PTA7R3TU0V15EWXMO778B4OHKQP,24
489,0.0,3346,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.69</p>",991927,button-response,A1GRPIBHW72HDU,3X65QVEQI0N7L6DDCFXU22W9OT9CL6,25
506,0.0,23969,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",903252,button-response,A1H51PXOUAMD7W,3DL65MZB8DFTF03LVTAQP76PGCKECU,26
523,0.0,5109,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",825335,button-response,A1IFF4KV23FGHJ,3EFE17QCRC5L6RJJIG8WPF7KUVYSHI,27
534,0.0,104819,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.05</p>",1075219,button-response,A1IXQS0AB02CPA,386PBUZZXFXUTKJJM7EGP694FTWLJ4,28
549,0.0,6235,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",750922,button-response,A1J9IYN46FX00O,3R8YZBNQ9HIC0MYUD3XF323PY4IQ7Q,29
564,0.0,7690,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.70</p>",728360,button-response,A1KAIOBTXQ77A6,3SB5N7Y3O3475M4WP87UU9P0K360G8,30
579,0.0,4822,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",749414,button-response,A1KGCOR8OXYR72,3AZHRG4CU4K6BAS8UT0ABF0RFIL03N,31
598,0.0,4074,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.68</p>",1310501,button-response,A1L8EDNM7HZZAX,3EICBYG644W1QGPD9ULHMNJHK44CJ4,32
619,0.0,5749,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",798254,button-response,A1LMXY8R59ZUHU,3JC6VJ2SABJ5Q2DU0ELWFIAO20O5A9,33
632,0.0,4055,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",924572,button-response,A1LRDHZZUVF9AZ,3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,34
649,0.0,5325,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",796699,button-response,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
672,0.0,4268,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1920820,button-response,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
687,0.0,6287,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",1360436,button-response,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
702,0.0,2101,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.05</p>",931654,button-response,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
731,0.0,29731,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",1534463,button-response,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
752,0.0,3480,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.95</p>",797325,button-response,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
783,0.0,3709,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1161391,button-response,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
800,0.0,6077,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.00</p>",745700,button-response,A1RTD65R1H8MQW,3E337GFOL98AQIW3QE9S5LLDSWDGNV,42
815,0.0,6568,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",1048259,button-response,A1S8DYWNS59XWB,3SNLUL3WO4N370UDY6IUW8IFW9TUL8,43
832,0.0,11336,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",559994,button-response,A1SLJKNSNHOJRN,3LOZAJ85YDDPNI20T5BC1JIAJB5X23,44
853,0.0,40541,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1175999,button-response,A1TL6GOSY0W1YC,3DH6GAKTYYP4TYVMN86S78ZQ6QYZYJ,45
866,0.0,3679,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",920106,button-response,A1U5BE8XJRXKW3,3L4D84MILZSS7O0TVMZIXEGXYCLJHT,46
897,0.0,5275,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1126137,button-response,A1U8RH67FLZW87,30BUDKLTXDV8GFU6GJNIB10FNFM5E4,47
912,0.0,5963,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.05</p>",1040850,button-response,A1V1BWPEQX90X1,3SUWZRL0MYD4ZJUKL2XN37EFKQ9E62,48
925,0.0,8276,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.02</p>",965136,button-response,A1V1JNPU0KOA3X,3DEL4X4EL6LFO3V7MQI7ANJFYQ0XYK,49
938,0.0,8579,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.27</p>",832573,button-response,A1V2H0UF94ATWY,3AAPLD8UCCHMLRWY7GDMZK36WEDHTX,50
963,0.0,4757,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.82</p>",965564,button-response,A1VCAMP3XM62R4,3LYA37P8IQNDRV3PDFPYCIDCIORBKF,51
976,0.0,5017,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.77</p>",741290,button-response,A1VHFF2VC2XG7P,3F0BG9B9MPNL9OPG4DE9GO6RXD2Y74,52
1013,0.0,4839,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.70</p>",1366177,button-response,A1VW8Y7XCV3DRW,3LEIZ60CDJZPSXNEFWEC8R6ZXHE9Z5,53
1026,0.0,5636,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",634296,button-response,A1WYDO7PQJ8UG,3TDXMTX3CBUGFOW6HLNEOMC7CJG6I3,54
1039,0.0,18182,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.24</p>",1062720,button-response,A1XNVHBT1JTHQ,3OCHAWUVGOKK4Y6QIBHG1F441R4KXM,55
1054,0.0,6861,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",827649,button-response,A1ZAFHQLJJFQ15,3TEM0PF1Q5X4T2U5NI6MOOM36VA0DL,56
1065,0.0,6823,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",706549,button-response,A1ZN6V0PU8VVAH,3VD82FOHKQOFRRGAP7DMUJ03JYECON,57
1088,0.0,6379,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",981334,button-response,A1ZWJF3V4NXN6H,3IHR8NYAM71UHNFWBSKJ0LT52664PT,58
1101,0.0,5996,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.95</p>",884442,button-response,A209V1OUPBH5XP,31T4R4OBOSG86LOB8LWKJXE8UPNC7D,59
1116,0.0,5653,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.04</p>",775651,button-response,A20Z5O57UDPFLX,39DD6S19JPB6NTEVN7UY057AOEUEZK,60
1127,0.0,6428,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.08</p>",872892,button-response,A21S7MA9DCW95E,3NJM2BJS4W6XCRSB47Q1JJ5TT3ACP4,61
1158,0.0,3431,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",1189062,button-response,A22KRF782ELLB0,354GIDR5ZB6AUITBB6IR9H2KC6100S,62
1193,0.0,7234,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.39</p>",1723550,button-response,A22LZ62E0UC4VL,3FQ5JJ512LOFS4SMG5U73DD6ZDVKN3,63
1208,0.0,5504,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",996212,button-response,A2389DERMNF3ZB,3BEFOD78W6TOWKIJJCSRJHZAX1V4MX,64
1219,0.0,10365,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",613512,button-response,A23D936C6QLI2D,3O6CYIULED1JIU6C2KPW5JZVUGWWU2,65
1258,0.0,8542,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.00</p>",1689310,button-response,A244EKNW5A7ETP,3OS46CRSLFZL1UG6GSMX3B21KLCV6P,66
1273,0.0,7185,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.43</p>",1028238,button-response,A24LC97AU3QC7G,3X4JMASXCM9BE5WL9MFGTYY33AY0BE,67
1292,0.0,6913,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.26</p>",700095,button-response,A252Z0ZJ7PF59Q,3HFNH7HEMHEVTF9V66199FGIX70QGS,68
1313,0.0,5847,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",1392769,button-response,A259UZJQOOVE4V,35K3O9HUABD0ICNVMV0RXDRSDPEFE8,69
1328,0.0,3420,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.26</p>",1193272,button-response,A26TY8FHMJ183C,3L6L49WXW0XQODXDRDB52FOOAQS54Y,70
1343,0.0,14871,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.09</p>",1549001,button-response,A26WH4HE1GJ5W9,3ATPCQ38J8A3SQNEBGQTQF8HYLCAYB,71
1356,0.0,5726,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",622191,button-response,A27MJOV91GA8R3,3U84XHCDICDOVRH2Y1ILRJVJBP04Z4,72
1371,0.0,4916,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.75</p>",1063222,button-response,A28RX7L0QZ993M,3DR23U6WE5EA1H5WHF5GEH6T4YLTET,73
1382,0.0,20527,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",747815,button-response,A28ZPY6D5AS7GZ,3RRCEFRB7MCSDTEMSN2I51OGL2RB4F,74
1397,0.0,5164,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.93</p>",842655,button-response,A2A07J1P6YEW6Z,3K9FOBBF2HJQCAA41568IDQLODZNL8,75
1422,0.0,5256,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.78</p>",758935,button-response,A2A0M30DSA7ZN,37TD41K0AH9UPJ83WOUVEOA4GNHCSK,76
1435,0.0,4308,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",651690,button-response,A2AWBDW9V1E9KT,3J2UYBXQQLC58TFQDVY8IICBQPB60K,77
1452,0.0,5178,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.74</p>",1082752,button-response,A2C2WXXKJOLCZ2,3JJVG1YBEBXA9CIM6SLSATUUKI95B4,78
1475,0.0,3485,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.24</p>",1076306,button-response,A2C70CEYBGWK97,3I33IC7ZWF2DR5U7IVJYHB7CIQX2A5,79
1490,0.0,5624,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.04</p>",917408,button-response,A2C7WH5KWEHKCS,3OWEPKL089CRXPL2XB5YZ88KSDI7NA,80
1523,0.0,5703,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",1685353,button-response,A2CF2BD4Q0ZDJN,3DR23U6WE5EA1H5WHF5GEH6T3I8ET4,81
1536,0.0,6802,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",850764,button-response,A2D7WIOB6SIRCO,33SA9F9TRXU2TY9QCKAR11DS8S4WEN,82
1551,0.0,4748,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.04</p>",1133200,button-response,A2EOOF9D135HQ1,3XUHV3NRVKYK0PL86KVOW4XSF275HR,83
1564,0.0,25440,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.07</p>",807824,button-response,A2GR3333S2F53G,3DUZQ9U6SMOQOSE3N5P04GYT2A9VSB,84
1601,0.0,2942,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",1141088,button-response,A2GTJ0BD4CG1A2,3V0Z7YWSIY0XJTX5TQAUDYLP30XV2Y,85
1612,0.0,13036,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",680362,button-response,A2HHGI5CNSS5PD,3Y54SXRO1LLRQD2I7FKLIZSWP61UT0,86
1627,0.0,5842,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.78</p>",969732,button-response,A2KNGJAR5Y0HYW,33PPO7FECVFF0XBLR8VSUSMZT53DI2,87
1644,0.0,11288,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",1141175,button-response,A2NA6IBETFV705,3JMSRU9HQIUPE99LMA5VFZUE1J8VEI,88
1659,0.0,6365,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",563679,button-response,A2OGCXGLS44ZAO,3U5JL4WY5K9ZQWHNXJU0UYF845EX49,89
1674,0.0,5725,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",735923,button-response,A2OJ5XOEKTKRR9,37U1UTWH9VMGC1ID0NELMS9P5AQ8RW,90
1701,0.0,8370,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",1125578,button-response,A2PZG5F8RIESH9,3WLEIWSYHOHS1S2LO1TQYXUGW172HX,91
