,button_pressed,rt,stimulus,time_elapsed,trial_type,worker_id,assignment_id,pid
244,0.0,3346,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.69</p>",991927,button-response,A1GRPIBHW72HDU,3X65QVEQI0N7L6DDCFXU22W9OT9CL6,10
259,0.0,4822,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.02</p>",749414,button-response,A1KGCOR8OXYR72,3AZHRG4CU4K6BAS8UT0ABF0RFIL03N,11
278,0.0,4074,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.68</p>",1310501,button-response,A1L8EDNM7HZZAX,3EICBYG644W1QGPD9ULHMNJHK44CJ4,12
299,0.0,5749,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",798254,button-response,A1LMXY8R59ZUHU,3JC6VJ2SABJ5Q2DU0ELWFIAO20O5A9,13
312,0.0,4055,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",924572,button-response,A1LRDHZZUVF9AZ,3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,14
327,0.0,2101,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.05</p>",931654,button-response,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,15
356,0.0,29731,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",1534463,button-response,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,16
373,0.0,11336,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",559994,button-response,A1SLJKNSNHOJRN,3LOZAJ85YDDPNI20T5BC1JIAJB5X23,17
394,0.0,40541,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1175999,button-response,A1TL6GOSY0W1YC,3DH6GAKTYYP4TYVMN86S78ZQ6QYZYJ,18
425,0.0,5275,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.62</p>",1126137,button-response,A1U8RH67FLZW87,30BUDKLTXDV8GFU6GJNIB10FNFM5E4,19
438,0.0,8276,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.02</p>",965136,button-response,A1V1JNPU0KOA3X,3DEL4X4EL6LFO3V7MQI7ANJFYQ0XYK,20
475,0.0,4839,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.70</p>",1366177,button-response,A1VW8Y7XCV3DRW,3LEIZ60CDJZPSXNEFWEC8R6ZXHE9Z5,21
490,0.0,6861,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",827649,button-response,A1ZAFHQLJJFQ15,3TEM0PF1Q5X4T2U5NI6MOOM36VA0DL,22
501,0.0,6823,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.63</p>",706549,button-response,A1ZN6V0PU8VVAH,3VD82FOHKQOFRRGAP7DMUJ03JYECON,23
516,0.0,5653,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.04</p>",775651,button-response,A20Z5O57UDPFLX,39DD6S19JPB6NTEVN7UY057AOEUEZK,24
527,0.0,6428,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.08</p>",872892,button-response,A21S7MA9DCW95E,3NJM2BJS4W6XCRSB47Q1JJ5TT3ACP4,25
558,0.0,3431,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",1189062,button-response,A22KRF782ELLB0,354GIDR5ZB6AUITBB6IR9H2KC6100S,26
573,0.0,7185,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.43</p>",1028238,button-response,A24LC97AU3QC7G,3X4JMASXCM9BE5WL9MFGTYY33AY0BE,27
588,0.0,3420,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.26</p>",1193272,button-response,A26TY8FHMJ183C,3L6L49WXW0XQODXDRDB52FOOAQS54Y,28
601,0.0,5726,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",622191,button-response,A27MJOV91GA8R3,3U84XHCDICDOVRH2Y1ILRJVJBP04Z4,29
626,0.0,5256,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.78</p>",758935,button-response,A2A0M30DSA7ZN,37TD41K0AH9UPJ83WOUVEOA4GNHCSK,30
643,0.0,5178,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.74</p>",1082752,button-response,A2C2WXXKJOLCZ2,3JJVG1YBEBXA9CIM6SLSATUUKI95B4,31
666,0.0,3485,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.24</p>",1076306,button-response,A2C70CEYBGWK97,3I33IC7ZWF2DR5U7IVJYHB7CIQX2A5,32
681,0.0,5624,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.04</p>",917408,button-response,A2C7WH5KWEHKCS,3OWEPKL089CRXPL2XB5YZ88KSDI7NA,33
714,0.0,5703,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",1685353,button-response,A2CF2BD4Q0ZDJN,3DR23U6WE5EA1H5WHF5GEH6T3I8ET4,34
729,0.0,4748,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.04</p>",1133200,button-response,A2EOOF9D135HQ1,3XUHV3NRVKYK0PL86KVOW4XSF275HR,35
766,0.0,2942,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",1141088,button-response,A2GTJ0BD4CG1A2,3V0Z7YWSIY0XJTX5TQAUDYLP30XV2Y,36
777,0.0,13036,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",680362,button-response,A2HHGI5CNSS5PD,3Y54SXRO1LLRQD2I7FKLIZSWP61UT0,37
790,0.0,13679,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.07</p>",683116,button-response,A2R8IV2PWFTY00,37UQDCYH6XV45UUBZ2RP9P2XEGJV7E,38
813,0.0,2822,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.64</p>",1095281,button-response,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,39
826,0.0,13633,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.78</p>",767341,button-response,A338QNPKTOI7DF,3XIQGXAUMC8W9JZ6ZHS7XAZIURRX7J,40
843,0.0,5086,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.98</p>",900650,button-response,A3CTRPYM593S4J,3W92K5RLWUHPIQGSB9CSB5O1NAOV5Z,41
862,0.0,3265,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.03</p>",964645,button-response,A3E3OELJKHW58C,3TVRFO09GKFVO4O83BTHGFHJPBWXLS,42
877,0.0,6905,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.02</p>",1858676,button-response,A3HVFSD8K94SOR,3TS1AR6UQQEF9X8LZNMLR3ZBQMW7F3,43
894,0.0,9582,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.92</p>",1009235,button-response,A3I3JQX0P2F0K3,31Z0PCVWUKFPS2QMU7RA87ECHV47TB,44
919,0.0,3740,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.27</p>",990387,button-response,A3JTMXHPNCUFNX,3ERMJ6L4DYSLF702LAQYMTJKNN87MA,45
930,0.0,4910,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.72</p>",593685,button-response,A3PDHDQZZKCTT5,3EG49X351UCD5JL1G7NFRWZMZG7X6K,46
955,0.0,2843,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",995206,button-response,A3R1O5UC9QJGKY,3Z4XG4ZF48R09X4P9MKDBAVD5BXX86,47
966,0.0,8570,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.22</p>",920803,button-response,A3RUUTINBKU8YE,3J2UYBXQQLC58TFQDVY8IICBP9N06T,48
983,0.0,8221,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.20</p>",1567765,button-response,A3SDFAOJW87FGP,38F5OAUN5NCZNTZRUDALUOBO6197H1,49
994,0.0,5840,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",653276,button-response,A3U5CRG5S8I800,3VZLGYJEYLAFTT5CICKQOUSH4K4ZXD,50
1039,0.0,8091,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.11</p>",2274136,button-response,A4IEHQI7RBRDX,3XIQGXAUMC8W9JZ6ZHS7XAZIURS7XU,51
1060,0.0,4729,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.96</p>",920874,button-response,A6JOC24PSUEEC,3HWRJOOET529MHSHSF0Q4CA71ZTSES,52
1071,0.0,3831,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.99</p>",575681,button-response,A9BRH899F1PW7,3DY46V3X3PI8KW1D5IUF77U2AMN553,53
1086,0.0,5208,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.94</p>",677072,button-response,AEF74ZYJTTEIA,3X73LLYYQ1EOQEREAKRAQLXE6GEHNM,54
1099,0.0,6009,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.65</p>",753803,button-response,ALDQRWYZ8KQ9A,3QL2OFSM96IX96GYOSD9FU0YTO9CN8,55
1112,0.0,5030,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.93</p>",700048,button-response,AP6MF3NZVUW5C,3VHHR074H3H19PIHLYPJMG4VNII7L8,56
1125,0.0,11132,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $0.01</p>",1020872,button-response,AQC0SZA1E9QO7,3CCZ6YKWR7JRLJ3P887WJNZ4WI659U,57
1146,0.0,2852,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $2.25</p>",935105,button-response,AS5P5QIEGUD5X,3IFS6Q0HJIJL2MU3OYQHPR8ZTS0SI1,58
1165,0.0,2498,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.77</p>",779298,button-response,ASV53ZC7ILJ7B,33SA9F9TRXU2TY9QCKAR11DS7CQEWU,59
1176,0.0,4193,"<h1 id=""thiscompletesthehit"">This completes the HIT</h1>

<p>One or your trials has been randomly selected and we will pay you 5% of your profit on that trial as a bonus. You will be awarded a bonus of $1.14</p>",589917,button-response,AVC62JNYAXA45,382M9COHEHFP1UKLHKVQJDSVMWFEUV,60
